index,date,open,high,low,close,volume
46,"2021/02/06, 23:30:00",1704.41,1714.0,1702.23,1702.9,12459.04009
47,"2021/02/06, 23:45:00",1702.9,1705.99,1691.57,1694.92,10718.86009
48,"2021/02/07, 00:00:00",1694.83,1699.5,1693.03,1697.25,4864.74175
49,"2021/02/07, 00:15:00",1697.27,1708.71,1697.13,1707.15,10066.04232
50,"2021/02/07, 00:30:00",1706.88,1719.99,1702.27,1708.11,10428.63006
51,"2021/02/07, 00:45:00",1708.0,1715.56,1708.0,1714.09,6433.14012
52,"2021/02/07, 01:00:00",1713.98,1714.75,1695.0,1705.04,17319.23036
53,"2021/02/07, 01:15:00",1704.99,1711.44,1704.93,1707.67,7052.69449
54,"2021/02/07, 01:30:00",1707.89,1709.85,1698.01,1698.71,8910.74858
55,"2021/02/07, 01:45:00",1698.54,1698.54,1683.1,1692.29,16708.61853
56,"2021/02/07, 02:00:00",1692.26,1693.59,1683.52,1690.27,8351.9992
57,"2021/02/07, 02:15:00",1690.26,1697.99,1688.6,1693.71,8923.77576
58,"2021/02/07, 02:30:00",1693.71,1698.33,1691.85,1692.99,6640.43872
59,"2021/02/07, 02:45:00",1692.99,1705.94,1692.98,1702.04,5914.95291
60,"2021/02/07, 03:00:00",1701.99,1714.77,1701.34,1711.2,11173.85666
61,"2021/02/07, 03:15:00",1710.86,1714.99,1708.0,1708.44,6236.75401
62,"2021/02/07, 03:30:00",1708.4,1718.68,1705.06,1710.34,6594.68225
63,"2021/02/07, 03:45:00",1710.35,1714.15,1706.43,1708.88,2836.57749
64,"2021/02/07, 04:00:00",1709.0,1711.74,1705.61,1706.51,2934.4864
65,"2021/02/07, 04:15:00",1706.51,1706.54,1695.17,1701.63,8309.85959
66,"2021/02/07, 04:30:00",1701.49,1703.49,1687.26,1688.91,9716.13026
67,"2021/02/07, 04:45:00",1689.33,1693.79,1675.0,1677.43,13239.8586
68,"2021/02/07, 05:00:00",1677.42,1684.63,1677.0,1683.26,8630.09152
69,"2021/02/07, 05:15:00",1683.35,1684.78,1671.33,1676.35,10166.14582
70,"2021/02/07, 05:30:00",1676.35,1689.85,1671.0,1686.35,12529.26105
71,"2021/02/07, 05:45:00",1686.31,1693.0,1682.61,1686.84,6974.73898
72,"2021/02/07, 06:00:00",1686.48,1687.53,1680.01,1681.3,7266.19531
73,"2021/02/07, 06:15:00",1681.3,1685.75,1676.0,1682.99,5983.34533
74,"2021/02/07, 06:30:00",1683.0,1685.43,1672.0,1673.51,8039.50555
75,"2021/02/07, 06:45:00",1673.6,1678.2,1668.02,1672.79,12346.63386
76,"2021/02/07, 07:00:00",1672.8,1680.8,1659.0,1659.8,10860.87971
77,"2021/02/07, 07:15:00",1660.03,1660.12,1631.1,1642.16,39033.98294
78,"2021/02/07, 07:30:00",1642.19,1647.8,1633.01,1635.29,16310.54325
79,"2021/02/07, 07:45:00",1635.27,1635.27,1609.03,1626.04,36440.37405
80,"2021/02/07, 08:00:00",1625.89,1630.85,1615.42,1628.71,13306.37954
81,"2021/02/07, 08:15:00",1628.58,1635.12,1625.71,1628.16,12966.87877
82,"2021/02/07, 08:30:00",1628.2,1633.48,1619.67,1631.25,9072.03021
83,"2021/02/07, 08:45:00",1631.25,1632.8,1623.56,1628.64,7689.82338
84,"2021/02/07, 09:00:00",1628.64,1630.88,1617.07,1620.99,8129.11791
85,"2021/02/07, 09:15:00",1620.99,1628.31,1614.88,1626.53,9511.876
86,"2021/02/07, 09:30:00",1626.41,1632.41,1620.0,1631.91,9400.64065
87,"2021/02/07, 09:45:00",1631.91,1632.24,1618.9,1621.01,7498.11683
88,"2021/02/07, 10:00:00",1621.02,1621.72,1599.0,1603.99,25729.6918
89,"2021/02/07, 10:15:00",1603.99,1612.35,1585.44,1608.38,21164.44033
90,"2021/02/07, 10:30:00",1608.02,1616.31,1600.73,1613.17,12894.75221
91,"2021/02/07, 10:45:00",1613.17,1617.63,1608.46,1612.17,6330.41206
92,"2021/02/07, 11:00:00",1612.0,1619.69,1602.0,1617.66,10409.18766
93,"2021/02/07, 11:15:00",1617.65,1620.99,1613.24,1615.22,7670.65807
94,"2021/02/07, 11:30:00",1615.22,1619.75,1609.17,1610.0,6145.76714
95,"2021/02/07, 11:45:00",1610.0,1618.94,1606.59,1616.08,5974.4648
96,"2021/02/07, 12:00:00",1616.07,1619.45,1613.19,1617.08,5962.1157
97,"2021/02/07, 12:15:00",1617.08,1617.18,1609.43,1611.51,6643.844
98,"2021/02/07, 12:30:00",1611.51,1629.76,1606.75,1629.0,12586.76035
99,"2021/02/07, 12:45:00",1628.99,1631.87,1625.32,1631.31,11553.92269
100,"2021/02/07, 13:00:00",1631.27,1635.63,1628.0,1631.95,6976.56949
101,"2021/02/07, 13:15:00",1631.95,1639.67,1631.9,1632.0,11783.14971
102,"2021/02/07, 13:30:00",1632.01,1644.23,1628.6,1644.11,11261.91213
103,"2021/02/07, 13:45:00",1644.1,1647.38,1640.5,1640.5,11192.36649
104,"2021/02/07, 14:00:00",1640.51,1644.11,1636.67,1637.08,9594.52163
105,"2021/02/07, 14:15:00",1637.18,1640.92,1635.32,1640.85,8816.87746
106,"2021/02/07, 14:30:00",1640.85,1641.0,1635.46,1639.27,5754.38446
107,"2021/02/07, 14:45:00",1639.53,1641.73,1630.8,1635.54,8111.55752
108,"2021/02/07, 15:00:00",1635.67,1641.34,1634.9,1638.0,7784.13776
109,"2021/02/07, 15:15:00",1638.0,1643.68,1633.25,1636.26,9476.03061
110,"2021/02/07, 15:30:00",1636.27,1647.4,1634.08,1644.66,6943.92598
111,"2021/02/07, 15:45:00",1644.66,1654.55,1644.3,1647.78,9939.99681
112,"2021/02/07, 16:00:00",1647.78,1655.77,1641.16,1641.21,9661.47256
113,"2021/02/07, 16:15:00",1641.21,1644.08,1635.0,1637.45,7418.22916
114,"2021/02/07, 16:30:00",1637.45,1638.16,1621.28,1626.09,12297.00613
115,"2021/02/07, 16:45:00",1626.13,1626.4,1613.48,1622.96,14279.82761
116,"2021/02/07, 17:00:00",1622.99,1630.0,1618.79,1623.18,6637.03243
117,"2021/02/07, 17:15:00",1623.18,1628.6,1620.69,1624.91,5606.28927
118,"2021/02/07, 17:30:00",1624.89,1629.39,1615.41,1625.39,8191.35621
119,"2021/02/07, 17:45:00",1625.39,1625.4,1600.0,1604.99,19872.48197
120,"2021/02/07, 18:00:00",1604.94,1617.65,1603.34,1616.21,10111.15613
121,"2021/02/07, 18:15:00",1616.21,1619.56,1611.31,1616.44,8867.97683
122,"2021/02/07, 18:30:00",1616.44,1627.97,1613.15,1626.85,7936.3037
123,"2021/02/07, 18:45:00",1626.84,1627.98,1618.5,1621.22,9379.44612
124,"2021/02/07, 19:00:00",1621.23,1621.23,1579.12,1582.83,40339.33913
125,"2021/02/07, 19:15:00",1582.9,1597.11,1580.4,1585.5,18361.68332
126,"2021/02/07, 19:30:00",1585.49,1585.49,1560.6,1571.57,33874.74657
127,"2021/02/07, 19:45:00",1571.57,1587.15,1571.18,1584.15,14309.16038
128,"2021/02/07, 20:00:00",1584.14,1587.09,1576.0,1577.3,11675.00577
129,"2021/02/07, 20:15:00",1577.3,1581.04,1565.44,1571.31,12478.21688
130,"2021/02/07, 20:30:00",1571.29,1577.15,1557.0,1559.24,15943.67484
131,"2021/02/07, 20:45:00",1559.36,1566.97,1525.01,1538.16,54758.11989
132,"2021/02/07, 21:00:00",1538.15,1545.55,1535.0,1544.23,21919.67279
133,"2021/02/07, 21:15:00",1544.24,1554.65,1535.06,1538.21,18525.85876
134,"2021/02/07, 21:30:00",1538.19,1547.5,1510.58,1510.58,44054.35208
135,"2021/02/07, 21:45:00",1510.65,1528.64,1490.46,1524.05,48987.1926
136,"2021/02/07, 22:00:00",1524.16,1529.1,1515.4,1529.1,21417.83789
137,"2021/02/07, 22:15:00",1529.09,1556.78,1528.74,1554.54,30950.96816
138,"2021/02/07, 22:30:00",1554.39,1568.41,1551.87,1562.71,24135.83508
139,"2021/02/07, 22:45:00",1562.48,1575.73,1562.35,1566.52,14835.13257
140,"2021/02/07, 23:00:00",1566.67,1574.74,1554.42,1565.65,13424.6543
141,"2021/02/07, 23:15:00",1565.64,1568.22,1546.0,1555.14,14102.43278
142,"2021/02/07, 23:30:00",1555.14,1565.0,1552.65,1559.1,9417.38539
143,"2021/02/07, 23:45:00",1559.1,1569.8,1558.92,1568.74,8983.75889
144,"2021/02/08, 00:00:00",1568.75,1577.0,1564.71,1576.74,12316.66228
145,"2021/02/08, 00:15:00",1576.72,1585.96,1574.62,1580.66,13764.48881
146,"2021/02/08, 00:30:00",1580.65,1589.99,1576.15,1579.72,11474.53921
147,"2021/02/08, 00:45:00",1579.83,1586.36,1576.0,1579.06,7464.83192
148,"2021/02/08, 01:00:00",1579.06,1584.78,1577.96,1579.14,6272.83548
149,"2021/02/08, 01:15:00",1579.15,1583.49,1561.99,1565.44,11283.14489
150,"2021/02/08, 01:30:00",1565.64,1570.21,1552.68,1564.68,14309.28627
151,"2021/02/08, 01:45:00",1564.62,1574.97,1561.27,1572.1,5828.81201
152,"2021/02/08, 02:00:00",1572.01,1581.32,1570.5,1580.12,8613.19423
153,"2021/02/08, 02:15:00",1580.23,1584.43,1578.47,1581.71,8823.18127
154,"2021/02/08, 02:30:00",1581.73,1595.0,1577.27,1591.01,11702.85809
155,"2021/02/08, 02:45:00",1591.18,1591.47,1574.21,1578.21,7332.48756
156,"2021/02/08, 03:00:00",1578.2,1595.99,1576.65,1593.73,7658.99289
157,"2021/02/08, 03:15:00",1593.72,1602.0,1592.27,1596.76,12099.14267
158,"2021/02/08, 03:30:00",1596.75,1598.84,1589.72,1589.92,6383.52821
159,"2021/02/08, 03:45:00",1590.0,1593.38,1576.0,1576.01,7136.18175
160,"2021/02/08, 04:00:00",1576.01,1588.21,1575.94,1584.81,5675.25109
161,"2021/02/08, 04:15:00",1584.56,1601.01,1584.19,1599.53,7344.82408
162,"2021/02/08, 04:30:00",1599.53,1616.0,1597.89,1610.19,18685.31141
163,"2021/02/08, 04:45:00",1610.25,1613.0,1602.27,1607.0,8570.1799
164,"2021/02/08, 05:00:00",1607.0,1621.3,1604.0,1619.03,13384.3751
165,"2021/02/08, 05:15:00",1619.03,1621.46,1610.36,1611.62,8795.38265
166,"2021/02/08, 05:30:00",1611.46,1629.99,1597.0,1624.07,15005.69474
167,"2021/02/08, 05:45:00",1624.39,1631.31,1610.92,1614.42,12179.05978
168,"2021/02/08, 06:00:00",1614.37,1614.46,1600.8,1605.02,10962.42181
169,"2021/02/08, 06:15:00",1605.14,1608.3,1590.48,1596.45,8646.85999
170,"2021/02/08, 06:30:00",1596.46,1603.93,1586.04,1601.91,10432.63196
171,"2021/02/08, 06:45:00",1601.92,1602.49,1585.52,1586.7,7423.69567
172,"2021/02/08, 07:00:00",1586.45,1588.76,1578.02,1582.81,11610.78313
173,"2021/02/08, 07:15:00",1582.8,1595.48,1582.6,1592.14,5420.91936
174,"2021/02/08, 07:30:00",1592.15,1603.54,1586.95,1595.01,12032.75393
175,"2021/02/08, 07:45:00",1595.01,1596.28,1580.85,1590.96,10212.81582
176,"2021/02/08, 08:00:00",1590.96,1592.76,1580.18,1585.94,5249.24751
177,"2021/02/08, 08:15:00",1585.95,1587.2,1566.79,1571.41,12068.75817
178,"2021/02/08, 08:30:00",1571.25,1584.57,1563.89,1583.68,8007.67304
179,"2021/02/08, 08:45:00",1584.1,1589.84,1575.2,1582.41,7433.90371
180,"2021/02/08, 09:00:00",1582.58,1589.0,1576.01,1586.03,5841.83704
181,"2021/02/08, 09:15:00",1586.04,1588.37,1577.66,1581.46,7105.25111
182,"2021/02/08, 09:30:00",1581.26,1610.49,1577.67,1607.08,18048.7197
183,"2021/02/08, 09:45:00",1607.23,1618.49,1607.15,1618.01,13339.57073
184,"2021/02/08, 10:00:00",1618.0,1620.15,1610.38,1612.68,9941.05922
185,"2021/02/08, 10:15:00",1612.69,1620.0,1612.03,1618.7,6392.52726
186,"2021/02/08, 10:30:00",1618.61,1625.26,1609.5,1618.07,10083.43513
187,"2021/02/08, 10:45:00",1618.2,1619.45,1612.28,1614.18,5976.77792
188,"2021/02/08, 11:00:00",1614.19,1616.12,1608.84,1613.59,6084.054
189,"2021/02/08, 11:15:00",1613.47,1614.91,1605.31,1608.11,5987.79227
190,"2021/02/08, 11:30:00",1608.24,1624.78,1608.22,1624.19,7242.50972
191,"2021/02/08, 11:45:00",1624.18,1635.62,1624.11,1634.53,12445.93838
192,"2021/02/08, 12:00:00",1634.54,1635.71,1627.27,1628.63,7092.74669
193,"2021/02/08, 12:15:00",1628.64,1633.72,1625.21,1632.45,5535.44485
194,"2021/02/08, 12:30:00",1632.46,1637.42,1626.0,1632.13,7416.25896
195,"2021/02/08, 12:45:00",1632.13,1635.44,1624.04,1635.43,5102.14968
196,"2021/02/08, 13:00:00",1635.36,1647.73,1635.08,1642.69,12363.02318
197,"2021/02/08, 13:15:00",1642.69,1645.0,1635.7,1639.59,6427.17184
198,"2021/02/08, 13:30:00",1639.52,1647.0,1638.5,1645.73,9425.23329
199,"2021/02/08, 13:45:00",1645.57,1651.0,1638.3,1638.49,10207.73596
200,"2021/02/08, 14:00:00",1638.5,1642.43,1629.17,1629.18,9770.85259
201,"2021/02/08, 14:15:00",1629.17,1636.23,1626.26,1632.84,8419.58239
202,"2021/02/08, 14:30:00",1632.84,1646.41,1632.67,1643.02,7711.03142
203,"2021/02/08, 14:45:00",1643.37,1649.67,1630.88,1633.22,7811.73152
204,"2021/02/08, 15:00:00",1633.23,1638.82,1629.1,1632.99,7492.09868
205,"2021/02/08, 15:15:00",1633.0,1635.93,1625.66,1628.28,6161.73038
206,"2021/02/08, 15:30:00",1628.27,1632.63,1625.39,1630.71,6055.35372
207,"2021/02/08, 15:45:00",1630.58,1639.15,1630.2,1635.35,6742.86762
208,"2021/02/08, 16:00:00",1635.36,1645.55,1632.67,1641.46,8374.6859
209,"2021/02/08, 16:15:00",1641.65,1648.0,1638.24,1647.61,7626.3213
210,"2021/02/08, 16:30:00",1647.97,1665.0,1647.82,1657.98,22316.21162
211,"2021/02/08, 16:45:00",1658.2,1662.64,1653.51,1661.97,9180.90061
212,"2021/02/08, 17:00:00",1661.97,1665.0,1654.01,1661.8,9262.04729
213,"2021/02/08, 17:15:00",1661.89,1661.97,1654.0,1660.48,6530.23815
214,"2021/02/08, 17:30:00",1660.63,1672.94,1647.82,1648.91,16028.0512
215,"2021/02/08, 17:45:00",1648.92,1654.9,1648.37,1649.26,6433.02219
216,"2021/02/08, 18:00:00",1649.26,1671.0,1642.17,1670.46,15850.01332
217,"2021/02/08, 18:15:00",1670.79,1711.75,1670.03,1711.04,65393.62709
218,"2021/02/08, 18:30:00",1711.04,1725.0,1682.55,1690.0,38338.91474
219,"2021/02/08, 18:45:00",1689.72,1724.0,1689.18,1707.03,29074.93878
220,"2021/02/08, 19:00:00",1707.41,1713.31,1683.11,1690.43,30346.75873
221,"2021/02/08, 19:15:00",1690.43,1697.95,1675.24,1682.49,30208.07983
222,"2021/02/08, 19:30:00",1682.49,1722.0,1681.65,1713.42,27138.66708
223,"2021/02/08, 19:45:00",1713.14,1715.83,1701.0,1702.26,20538.45707
224,"2021/02/08, 20:00:00",1702.01,1707.7,1695.15,1695.38,14810.82437
225,"2021/02/08, 20:15:00",1695.36,1712.33,1695.23,1709.41,17143.37966
226,"2021/02/08, 20:30:00",1709.42,1722.0,1706.63,1706.99,21990.76135
227,"2021/02/08, 20:45:00",1707.44,1735.0,1705.84,1734.92,26627.13767
228,"2021/02/08, 21:00:00",1734.92,1757.0,1726.55,1746.83,41524.65757
229,"2021/02/08, 21:15:00",1746.83,1750.8,1730.0,1734.79,31473.25826
230,"2021/02/08, 21:30:00",1734.86,1775.57,1734.86,1763.9,44796.95561
231,"2021/02/08, 21:45:00",1763.55,1767.46,1730.54,1732.14,33214.90521
232,"2021/02/08, 22:00:00",1732.15,1735.35,1714.05,1722.35,24399.65293
233,"2021/02/08, 22:15:00",1722.36,1730.0,1711.0,1712.58,17286.07981
234,"2021/02/08, 22:30:00",1712.58,1725.68,1698.74,1708.55,26022.06459
235,"2021/02/08, 22:45:00",1708.24,1718.2,1708.24,1711.91,10104.72771
236,"2021/02/08, 23:00:00",1711.91,1723.34,1705.23,1711.96,10183.3753
237,"2021/02/08, 23:15:00",1712.15,1717.01,1702.18,1707.0,7900.38376
238,"2021/02/08, 23:30:00",1707.0,1714.59,1695.77,1711.99,14666.76071
239,"2021/02/08, 23:45:00",1712.0,1715.23,1706.15,1707.37,14055.50649
240,"2021/02/09, 00:00:00",1707.37,1709.29,1679.65,1689.41,15080.66708
241,"2021/02/09, 00:15:00",1689.72,1701.0,1688.88,1696.0,11357.2347
242,"2021/02/09, 00:30:00",1695.99,1704.82,1690.77,1701.49,11407.1415
243,"2021/02/09, 00:45:00",1701.5,1707.61,1700.0,1702.13,9381.85112
244,"2021/02/09, 01:00:00",1702.13,1705.0,1695.08,1698.0,14419.98194
245,"2021/02/09, 01:15:00",1698.19,1699.93,1687.78,1695.96,8004.38775
246,"2021/02/09, 01:30:00",1695.91,1713.45,1691.32,1711.3,8866.40293
247,"2021/02/09, 01:45:00",1711.22,1712.14,1702.15,1705.32,6934.71116
248,"2021/02/09, 02:00:00",1705.3,1713.49,1703.83,1705.01,9127.31005
249,"2021/02/09, 02:15:00",1705.01,1735.46,1705.0,1719.97,19267.86718
250,"2021/02/09, 02:30:00",1719.81,1720.77,1710.69,1713.68,8931.29486
251,"2021/02/09, 02:45:00",1713.66,1722.18,1711.39,1717.98,8248.46817
252,"2021/02/09, 03:00:00",1717.99,1720.03,1712.0,1717.45,11184.07096
253,"2021/02/09, 03:15:00",1717.54,1718.37,1696.24,1698.2,13634.88783
254,"2021/02/09, 03:30:00",1698.03,1712.0,1697.01,1707.31,8651.4055
255,"2021/02/09, 03:45:00",1707.48,1711.51,1700.0,1710.57,5166.72516
256,"2021/02/09, 04:00:00",1710.64,1719.05,1705.0,1718.05,5964.62446
257,"2021/02/09, 04:15:00",1718.05,1720.21,1706.9,1714.58,8443.05384
258,"2021/02/09, 04:30:00",1714.52,1720.42,1706.23,1717.16,11843.61057
259,"2021/02/09, 04:45:00",1717.31,1745.0,1717.08,1735.91,31561.04509
260,"2021/02/09, 05:00:00",1735.9,1752.0,1727.01,1739.48,23723.99331
261,"2021/02/09, 05:15:00",1739.47,1752.81,1730.07,1750.15,20711.66099
262,"2021/02/09, 05:30:00",1749.68,1766.0,1738.34,1740.14,28400.94622
263,"2021/02/09, 05:45:00",1740.14,1746.71,1731.68,1739.19,12568.4673
264,"2021/02/09, 06:00:00",1738.75,1761.02,1738.58,1761.0,13472.1065
265,"2021/02/09, 06:15:00",1760.56,1762.86,1745.25,1753.07,12542.98128
266,"2021/02/09, 06:30:00",1753.0,1753.01,1740.0,1744.99,10790.26347
267,"2021/02/09, 06:45:00",1745.0,1746.6,1729.68,1730.19,11010.15721
268,"2021/02/09, 07:00:00",1731.0,1737.33,1726.76,1733.81,10666.83698
269,"2021/02/09, 07:15:00",1733.81,1737.69,1728.02,1733.33,8222.94775
270,"2021/02/09, 07:30:00",1733.3,1733.44,1708.49,1723.94,15597.98873
271,"2021/02/09, 07:45:00",1723.81,1730.45,1722.43,1725.84,8812.19931
272,"2021/02/09, 08:00:00",1725.89,1733.2,1723.65,1728.9,6522.36518
273,"2021/02/09, 08:15:00",1728.84,1732.74,1720.38,1724.27,6442.67745
274,"2021/02/09, 08:30:00",1724.33,1724.33,1711.5,1720.24,8798.41369
275,"2021/02/09, 08:45:00",1720.04,1734.59,1719.26,1729.18,7613.73057
276,"2021/02/09, 09:00:00",1729.17,1737.81,1727.65,1735.33,8113.55375
277,"2021/02/09, 09:15:00",1734.94,1737.01,1730.43,1735.04,7864.94166
278,"2021/02/09, 09:30:00",1735.2,1736.11,1727.92,1729.01,9393.56321
279,"2021/02/09, 09:45:00",1729.0,1749.01,1727.54,1745.79,13303.06801
280,"2021/02/09, 10:00:00",1745.56,1749.47,1736.16,1743.61,9087.06572
281,"2021/02/09, 10:15:00",1743.62,1745.0,1733.0,1737.49,10094.69794
282,"2021/02/09, 10:30:00",1737.4,1744.99,1735.82,1742.47,6200.07562
283,"2021/02/09, 10:45:00",1742.47,1744.45,1740.74,1744.36,4864.74553
284,"2021/02/09, 11:00:00",1744.35,1745.1,1729.62,1732.71,9713.81042
285,"2021/02/09, 11:15:00",1732.7,1748.68,1732.2,1742.63,9802.6326
286,"2021/02/09, 11:30:00",1742.48,1743.08,1731.07,1737.17,7859.0986
287,"2021/02/09, 11:45:00",1737.17,1746.0,1735.19,1742.43,9377.14155
288,"2021/02/09, 12:00:00",1742.43,1747.45,1734.28,1747.45,10654.77945
289,"2021/02/09, 12:15:00",1747.46,1768.6,1744.33,1768.6,24764.60003
290,"2021/02/09, 12:30:00",1768.62,1770.0,1746.87,1758.58,20484.9357
291,"2021/02/09, 12:45:00",1758.55,1761.7,1750.0,1750.27,11375.08411
292,"2021/02/09, 13:00:00",1750.28,1754.3,1741.07,1748.23,14765.0127
293,"2021/02/09, 13:15:00",1748.39,1754.19,1745.0,1750.82,11953.79101
294,"2021/02/09, 13:30:00",1750.5,1798.0,1750.49,1798.0,44692.76392
295,"2021/02/09, 13:45:00",1798.0,1811.75,1778.0,1811.66,40177.64256
296,"2021/02/09, 14:00:00",1811.72,1812.11,1791.27,1796.67,30395.8681
297,"2021/02/09, 14:15:00",1796.02,1808.89,1796.0,1803.0,18012.84213
298,"2021/02/09, 14:30:00",1803.0,1821.88,1802.6,1812.71,21430.31293
299,"2021/02/09, 14:45:00",1812.7,1818.07,1800.12,1800.33,14002.41266
300,"2021/02/09, 15:00:00",1800.34,1805.3,1756.92,1761.08,30161.01166
301,"2021/02/09, 15:15:00",1760.62,1779.91,1760.18,1774.03,13977.11935
302,"2021/02/09, 15:30:00",1774.09,1778.46,1751.51,1763.56,17826.59923
303,"2021/02/09, 15:45:00",1763.55,1776.83,1758.61,1762.64,11818.49834
304,"2021/02/09, 16:00:00",1762.64,1768.45,1757.14,1762.72,11134.31283
305,"2021/02/09, 16:15:00",1762.66,1765.3,1725.01,1734.45,30042.92021
306,"2021/02/09, 16:30:00",1734.1,1749.0,1732.17,1742.02,14196.01572
307,"2021/02/09, 16:45:00",1742.16,1751.0,1735.07,1747.72,11096.39242
308,"2021/02/09, 17:00:00",1747.76,1759.88,1747.0,1756.19,13606.84045
309,"2021/02/09, 17:15:00",1756.11,1756.2,1746.2,1753.4,9924.25035
310,"2021/02/09, 17:30:00",1753.4,1764.37,1742.05,1761.17,13440.32919
311,"2021/02/09, 17:45:00",1761.31,1769.23,1752.41,1757.6,11002.53137
312,"2021/02/09, 18:00:00",1757.8,1758.2,1743.42,1744.08,9874.42779
313,"2021/02/09, 18:15:00",1744.08,1749.44,1722.25,1730.53,22012.86296
314,"2021/02/09, 18:30:00",1730.54,1732.05,1715.0,1728.0,19204.97208
315,"2021/02/09, 18:45:00",1728.0,1737.0,1718.0,1721.73,9963.46733
316,"2021/02/09, 19:00:00",1721.86,1739.99,1712.19,1730.43,12118.78355
317,"2021/02/09, 19:15:00",1730.4,1743.59,1729.56,1740.28,11179.57001
318,"2021/02/09, 19:30:00",1740.2,1742.13,1735.75,1738.51,8224.34379
319,"2021/02/09, 19:45:00",1738.52,1747.75,1732.56,1739.93,10835.66771
320,"2021/02/09, 20:00:00",1739.92,1746.84,1736.17,1740.22,7760.87296
321,"2021/02/09, 20:15:00",1740.44,1758.0,1738.15,1756.53,10229.16256
322,"2021/02/09, 20:30:00",1756.58,1757.76,1747.31,1748.22,8118.34516
323,"2021/02/09, 20:45:00",1748.17,1757.22,1741.87,1748.75,17239.60497
